,CarModel,AgeOfCar,Price,OdoMeterReading,Gas Type,NoOfOwners,Brand,Brand Encoded,Broker,Direct Owner,Trustmark Broker,Manual,Automatic
3101,Ford Fiesta 1.5 TDCi Titanium,11,0.020157657657657656,0.5528500370657085,1,4,Ford,8,1.0,0.0,0.0,0.0,1.0
3102,Maruti Swift VDI,11,0.019144144144144143,0.2955531407160608,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3103,Chevrolet Optra Magnum 2.0 LS BSIII,11,0.018018018018018014,1.153209461881553,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
3104,Chevrolet Cruze LTZ,13,0.033783783783783786,-0.1332750198666852,1,4,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
3105,Mahindra XUV500 W10 2WD,8,0.13288288288288286,0.18834610057037432,1,2,Mahindra,17,1.0,0.0,0.0,0.0,1.0
3106,Renault KWID 1.0 RXL,6,0.025900900900900897,-0.4977789563620193,4,2,Renault,23,0.0,1.0,0.0,0.0,1.0
3107,Tata Tiago 1.2 Revotron XT,6,0.039414414414414414,-0.8837243008864907,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3108,Chevrolet Beat LT Option,7,0.02466216216216216,-0.5406617724202939,4,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
3109,Mahindra Scorpio M2DI,10,0.05405405405405405,1.796451702755672,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3110,Tata Nano Lx,12,0.006193693693693693,-1.0981383811778638,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3111,Maruti S-Cross Zeta DDiS 200 SH,8,0.0822072072072072,-0.43401220888336495,1,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
3112,Mahindra XUV500 W10 AWD,8,0.13569819819819817,0.08113906042468783,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3113,Mercedes-Benz E-Class 280 CDI,16,0.09909909909909909,0.225461177868811,1,0,Mercedes-Benz,19,1.0,0.0,0.0,1.0,0.0
3114,Maruti 800 AC BSIII,15,0.004279279279279279,0.08113906042468783,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3115,Maruti Alto K10 VXI AGS Optional,5,0.03153153153153153,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
3116,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,12,0.053490990990990986,1.153209461881553,1,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
3117,Maruti Esteem Lxi - BSIII,18,0.006756756756756757,-0.905165708915628,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3118,Tata Indigo LX,14,0.012387387387387387,0.9387953815901798,1,4,Tata,25,0.0,1.0,0.0,0.0,1.0
3119,Mercedes-Benz New C-Class 220 CDI AT,10,0.16666666666666666,-0.6693102205951177,1,0,Mercedes-Benz,19,0.0,1.0,0.0,1.0,0.0
3120,Maruti Alto 800 Base,8,0.015202702702702702,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3121,Honda Jazz 1.5 VX i DTEC,5,0.0867117117117117,-1.000129705076677,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
3122,Renault Duster 110PS Diesel RxZ AWD,6,0.07657657657657657,-0.1332750198666852,1,0,Renault,23,0.0,1.0,0.0,0.0,1.0
3123,Maruti Swift 1.3 VXi,18,0.015765765765765764,0.016814836337275922,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3124,Hyundai Santro GS,18,0.006756756756756757,-0.20660463532633475,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3125,Mahindra Scorpio SLX 2.6 Turbo 8 Str,16,0.019144144144144143,2.010865783047045,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3126,Honda Jazz S,14,0.03153153153153153,-0.3476891001580582,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
3127,Maruti Swift ZDi,10,0.03885135135135135,1.153209461881553,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3128,Maruti Ritz VXI,14,0.014639639639639638,0.2955531407160608,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3129,Audi A4 3.0 TDI Quattro,10,0.17567567567567566,0.42420158889088466,1,0,Audi,1,1.0,0.0,0.0,1.0,0.0
3130,Hyundai Grand i10 Sportz,7,0.037162162162162164,-0.8837243008864907,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3131,Tata New Safari DICOR 2.2 EX 4x2,13,0.018018018018018014,1.153209461881553,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
3132,Honda Amaze S i-VTEC,7,0.053490990990990986,-1.1633631444024994,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
3133,Maruti Ciaz 1.4 Delta,5,0.07094594594594594,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3134,Hyundai Verna 1.6 VTVT S,8,0.0653153153153153,-0.6693102205951177,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3135,Honda Amaze VX i-DTEC,7,0.07657657657657657,-0.6693102205951177,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
3136,Toyota Fortuner 4x2 AT,6,0.29054054054054057,-0.4085398161447499,1,0,Toyota,26,0.0,0.0,1.0,1.0,0.0
3137,Maruti Swift Dzire VDI Optional,6,0.07939189189189189,-1.0230934530758833,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3138,Maruti Alto LXi BSIII,13,0.021396396396396393,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3139,Hyundai Verna 1.6 SX CRDi (O),10,0.03547297297297297,0.9387953815901798,1,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3140,Maruti Alto LX,17,0.006193693693693693,1.367623542172926,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3141,Hyundai Grand i10 1.2 Kappa Magna AT,6,0.059684684684684686,-0.9932898959153823,4,0,Hyundai,10,1.0,0.0,0.0,1.0,0.0
3142,Hyundai Santro Xing GLS,14,0.019707207207207204,-0.8407342777880704,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3143,Skoda Octavia Elegance 2.0 TDI AT,9,0.13288288288288286,1.4748305823186123,1,4,Skoda,24,0.0,1.0,0.0,1.0,0.0
3144,Hyundai Santro Xing XG,20,0.00731981981981982,0.9387953815901798,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3145,Nissan Micra Active XV Petrol,6,0.04268018018018018,-0.7765172607408042,4,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
3146,Ford Figo Trend,7,0.04729729729729729,-0.6696961659396422,4,0,Ford,8,1.0,0.0,0.0,0.0,1.0
3147,Mahindra Scorpio M2DI,15,0.037162162162162164,0.2955531407160608,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3148,Hyundai Santro GS,17,0.009009009009009009,1.153209461881553,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3149,Tata Indigo CR4,10,0.022522522522522518,0.7243813012988068,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3150,Honda Amaze S CVT Petrol,4,0.06644144144144143,-1.2053454213235502,4,0,Honda,9,0.0,1.0,0.0,1.0,0.0
3151,Mahindra Quanto C6,10,0.022522522522522518,0.9387953815901798,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3152,Toyota Corolla Executive (HE),14,0.03153153153153153,-0.9209894680411314,4,0,Toyota,26,1.0,0.0,0.0,0.0,1.0
3153,Chevrolet Cruze LTZ,8,0.11036036036036034,-1.342570432710029,1,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
3154,Maruti Swift Dzire VDI,8,0.0518018018018018,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3155,Tata Sumo GX TC 8 Str,13,0.022522522522522518,1.153209461881553,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
3156,Hyundai Grand i10 1.2 Kappa Asta,6,0.05405405405405405,-0.8515621888427848,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3157,Maruti Wagon R VXI Plus Optional,6,0.04054054054054054,-1.0123727490613146,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3158,Maruti Alto 800 LXI,10,0.008198198198198198,-0.8837243008864907,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3159,Ford Ikon 1.3 Flair,18,0.003378378378378378,0.2955531407160608,4,4,Ford,8,0.0,1.0,0.0,0.0,1.0
3160,Tata Indica GLS BS IV,13,0.007882882882882882,5.012662907126267,4,4,Tata,25,0.0,1.0,0.0,0.0,1.0
3161,Hyundai Santro GS,18,0.006756756756756757,-0.20660463532633475,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3162,Hyundai Grand i10 CRDi Sportz,8,0.03434684684684685,0.7243813012988068,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3163,Maruti Swift Dzire VDi,15,0.025900900900900897,0.33843595677433547,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3164,Hyundai EON Magna Plus,9,0.022522522522522518,-0.5192203643911566,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3165,Hyundai Verna 1.4 VTVT,8,0.05405405405405405,-0.8837243008864907,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3166,Mahindra Marazzo M2 8Str,4,0.09909909909909909,-0.9909313410321773,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3167,Maruti Swift VDI,16,0.023085585585585582,-0.3476891001580582,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3168,Maruti Wagon R VXI Minor,16,0.006756756756756757,-0.1332750198666852,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3169,Hyundai i10 Magna,9,0.03772522522522522,-0.5786773888559543,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3170,Chevrolet Enjoy TCDi LT 7 Seater,9,0.03434684684684685,0.10288064816623305,1,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
3171,Maruti Ertiga SHVS ZDI,7,0.04842342342342342,1.0666290562598966,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3172,Honda Jazz Select Edition,6,0.06362612612612611,-1.119579789207001,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
3173,Tata Zest Revotron 1.2T XMS,5,0.04279279279279279,-0.261923468041509,4,2,Tata,25,1.0,0.0,0.0,0.0,1.0
3174,Tata Sumo Victa CX 7/9 Str BSII,11,0.033783783783783786,1.153209461881553,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
3175,Toyota Innova 2.5 GX (Diesel) 8 Seater,11,0.05405405405405405,0.7243813012988068,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
3176,Hyundai Santro Magna AMT BSIV,4,0.051238738738738736,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
3177,Nissan Terrano XL Plus 85 PS,8,0.05292792792792793,0.08113906042468783,1,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
3178,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,10,0.016328828828828825,-0.2833648760706463,4,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
3179,Ford Figo Diesel EXI,12,0.025900900900900897,-0.23769467696858385,1,2,Ford,8,1.0,0.0,0.0,0.0,1.0
3180,Maruti SX4 Vxi BSIII,16,0.01126126126126126,0.5099672210074339,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3181,Ford Freestyle Titanium Diesel,3,0.08603603603603603,-1.4175939194039804,1,3,Ford,8,1.0,0.0,0.0,0.0,1.0
3182,Hyundai Grand i10 1.2 Kappa Asta,5,0.05405405405405405,-0.7336344446825296,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3183,Tata New Safari DICOR 2.2 GX 4x2 BS IV,11,0.02815315315315315,0.2955531407160608,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
3184,Mercedes-Benz E-Class E 200 CGI Elegance,13,0.09346846846846846,1.1317680538524155,4,0,Mercedes-Benz,19,1.0,0.0,0.0,1.0,0.0
3185,Ford Figo 1.5D Ambiente ABS MT,7,0.037162162162162164,-0.1332750198666852,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
3186,Honda City S,11,0.033783783783783786,-0.3476891001580582,4,2,Honda,9,0.0,1.0,0.0,0.0,1.0
3187,Volkswagen Vento Diesel Style Limited Edition,12,0.03153153153153153,0.7243813012988068,1,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
3188,Hyundai i10 Era,14,0.025900900900900897,-0.3476891001580582,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3189,Ford Figo Diesel ZXI,12,0.028716216216216214,0.8959125655319052,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
3190,Maruti Alto LXI,18,0.004054054054054054,-0.9266071169447653,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3191,Maruti Alto 800 LXI,7,0.012387387387387387,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3192,Maruti Esteem Lxi,18,0.00563063063063063,-0.1332750198666852,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3193,Maruti Wagon R VXI AMT1.2BSIV,6,0.056869369369369364,-1.2108129803709802,4,0,Maruti,18,1.0,0.0,0.0,1.0,0.0
3194,Toyota Innova 2.5 G (Diesel) 7 Seater,10,0.08783783783783783,2.568342391804615,1,4,Toyota,26,0.0,1.0,0.0,0.0,1.0
3195,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,11,0.06137387387387388,0.12402187648296242,1,0,Mahindra,17,1.0,0.0,0.0,0.0,1.0
3196,Maruti Wagon R Duo Lxi,13,0.01126126126126126,0.5099672210074339,3,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3197,Hyundai Accent CRDi,18,0.009009009009009009,1.153209461881553,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3198,Volkswagen Jetta 1.9 TDI Comfortline DSG,14,0.027027027027027025,1.4533891742894751,1,0,Volkswagen,27,0.0,1.0,0.0,1.0,0.0
3199,Maruti Swift VXI BSIII,14,0.022522522522522518,0.029250852994175555,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3200,Hyundai EON Magna Plus,7,0.023648536036036033,0.2955531407160608,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3201,Honda Amaze E i-Dtech,10,0.033783783783783786,-0.3476891001580582,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
3202,Maruti Gypsy King HT BSIV,22,0.043918806306306304,-0.3614330427047352,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3203,Volkswagen Jetta 2.0L TDI Comfortline,11,0.04448198198198198,0.2955531407160608,1,2,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
3204,Maruti Swift VDI,10,0.04842342342342342,0.7243813012988068,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3205,Mahindra Scorpio VLX 2WD BSIV,13,0.04504504504504504,0.7243813012988068,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3206,Maruti Zen LX,19,0.008445945945945946,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3207,Maruti Baleno Delta Automatic,5,0.05630630630630631,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
3208,Maruti Swift 1.3 VXI ABS,8,0.051238738738738736,-0.8923008640981457,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3209,Maruti Swift Dzire VDI,8,0.048986486486486486,0.5661651514518027,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3210,Maruti S-Cross Facelift,6,0.08783783783783783,-0.5621031804494312,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3211,Maruti Alto LX,15,0.010698085585585585,0.01214060938692399,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3212,Tata Sumo Gold EX BSIII,8,0.04268018018018018,-0.23512170800508736,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3213,Hyundai i20 1.2 Asta Option,6,0.06756756756756756,-0.02606797972099868,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3214,Maruti Alto 800 LXI,8,0.02477477477477477,-0.3476891001580582,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3215,Maruti Zen Estilo LXI BSIII,16,0.009009009009009009,0.2955531407160608,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3216,Maruti Swift Dzire VDI,6,0.0653153153153153,-0.4225839384038348,1,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
3217,Maruti Swift ZXI BSIV,7,0.07319819819819819,-1.2674397389759318,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
3218,Maruti Ciaz VDi Plus SHVS,7,0.07668918918918918,0.2953601680437986,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3219,Hyundai Grand i10 1.2 CRDi Sportz Option,6,0.06249999999999999,-0.8407342777880704,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3220,Honda City 1.5 EXI S,19,0.009572072072072071,0.7243813012988068,4,4,Honda,9,0.0,1.0,0.0,0.0,1.0
3221,Chevrolet Aveo U-VA 1.2 LT,15,0.010698085585585585,0.08113906042468783,4,4,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
3222,Maruti Alto LXi,12,0.01295045045045045,0.2526703246577862,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3223,Mahindra Scorpio S11 BSIV,5,0.15315315315315314,-0.8837243008864907,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3224,Ford Freestyle Titanium,3,0.08918907657657657,-1.3981036795054946,4,3,Ford,8,1.0,0.0,0.0,0.0,1.0
3225,Maruti Ritz VDi,13,0.014414414414414415,0.7243813012988068,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3226,Toyota Etios VD,12,0.03153153153153153,1.4748305823186123,1,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
3227,Skoda Laura Ambiente 1.9 PD,16,0.017454954954954954,2.4611353516589283,1,1,Skoda,24,0.0,1.0,0.0,0.0,1.0
3228,Toyota Etios Cross 1.2L G,8,0.033783783783783786,-0.1332750198666852,4,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
3229,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,5,0.09346846846846846,-1.0123727490613146,4,0,Ford,8,1.0,0.0,0.0,0.0,1.0
3230,Maruti Swift LXI,4,0.05067567567567567,-1.2482282373818248,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3231,Hyundai Verna 1.6 VTVT,13,0.019144144144144143,-0.6049859965077058,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3232,Hyundai Getz GLS,18,0.025900900900900897,0.08113906042468783,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3233,Tata Zest Revotron 1.2T XMS,5,0.04279279279279279,-0.261923468041509,4,2,Tata,25,1.0,0.0,0.0,0.0,1.0
3234,Maruti Swift Dzire VDI,10,0.04560810810810811,-0.1100539749711295,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3235,Fiat Punto 1.3 Emotion,10,0.037162162162162164,2.016311900686446,1,2,Fiat,6,1.0,0.0,0.0,0.0,1.0
3236,Hyundai Grand i10 Asta Option,8,0.05292792792792793,-0.753360540069336,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3237,Hyundai Creta 1.6 CRDi SX,7,0.05799549549549549,-0.2919414392823012,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3238,Hyundai i20 Sportz 1.2,7,0.07207207207207206,-0.3858548064499226,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3239,Volkswagen Jetta 1.9 L TDI,13,0.025900900900900897,0.7243813012988068,1,0,Volkswagen,27,1.0,0.0,0.0,0.0,1.0
3240,Tata Indigo Classic Dicor,16,0.009009009009009009,-0.5835445884785685,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3241,Renault KWID RXL,3,0.03153153153153153,-0.9909313410321773,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
3242,Hyundai Grand i10 1.2 Kappa Asta,4,0.0653153153153153,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3243,Maruti Swift Dzire VDi,14,0.03153153153153153,-0.3476891001580582,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3244,Volkswagen Vento 1.5 TDI Highline,8,0.050112612612612614,1.367623542172926,1,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
3245,Hyundai i20 1.4 Asta Option,6,0.08153153153153152,0.8530297494736306,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3246,Maruti Swift Dzire VDI,6,0.0653153153153153,-0.4225839384038348,1,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
3247,Honda City i VTEC V,7,0.05405405405405405,-0.9909313410321773,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
3248,Ford Figo Diesel Titanium,13,0.01689189189189189,0.5099672210074339,1,4,Ford,8,0.0,1.0,0.0,0.0,1.0
3249,Maruti Wagon R LXI Minor,14,0.009684684684684685,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3250,Mahindra Supro VX 8 Str,6,0.05405405405405405,2.010865783047045,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3251,Nissan Terrano XL 85 PS,7,0.056869369369369364,0.7243813012988068,1,2,Nissan,21,0.0,1.0,0.0,0.0,1.0
3252,Hyundai i20 Sportz Option 1.2,7,0.051238738738738736,-0.8837243008864907,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3253,Hyundai i20 Magna Optional 1.4 CRDi,10,0.04504504504504504,-0.3476891001580582,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3254,Maruti Esteem Vxi - BSIII,17,0.008445945945945946,0.9387953815901798,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3255,Mahindra XUV500 W6 2WD,7,0.09909909909909909,-0.4120133242454701,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3256,Volkswagen Polo 1.0 TSI Highline Plus,3,0.08806306306306305,-1.3125524614692368,4,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
3257,Mahindra Bolero Power Plus SLX,5,0.09909909909909909,-0.8837243008864907,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3258,Maruti Ritz VDi,12,0.018018018018018014,0.5099672210074339,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3259,Mahindra Scorpio 2.6 CRDe,17,0.011824324324324323,-0.3476891001580582,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3260,Toyota Innova 2.5 V Diesel 8-seater,14,0.05405405405405405,1.153209461881553,1,4,Toyota,26,0.0,1.0,0.0,0.0,1.0
3261,Maruti Swift Ldi BSIII,15,0.010247747747747747,1.153209461881553,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3262,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,6,0.09234234234234233,-0.36456348827698926,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
3263,Hyundai Xcent 1.2 VTVT E Plus,5,0.05529279279279279,0.08113906042468783,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3264,Maruti Alto LXi,16,0.007882882882882882,0.7243813012988068,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3265,Hyundai EON 1.0 Kappa Magna Plus,8,0.015765765765765764,0.08113906042468783,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3266,Hyundai Verna 1.6 SX CRDi (O),10,0.056869369369369364,0.10258046845382512,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3267,Ford Ecosport 1.5 Petrol Ambiente,6,0.07094594594594594,-1.2911110534400994,4,0,Ford,8,0.0,1.0,0.0,0.0,1.0
3268,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),11,0.04729729729729729,0.08113906042468783,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
3269,BMW X5 xDrive 30d xLine,4,0.5551801801801801,-0.7765172607408042,1,0,BMW,2,1.0,0.0,0.0,1.0,0.0
3270,Hyundai Verna 1.6 VTVT SX,8,0.08333333333333333,-0.23319198128246502,4,0,Hyundai,10,0.0,0.0,1.0,0.0,1.0
3271,Hyundai Santro LS zipPlus,20,0.009009009009009009,-0.1332750198666852,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3272,Ford Ecosport 1.5 DV5 MT Ambiente,10,0.05405405405405405,-0.1332750198666852,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
3273,Tata Indigo Grand Dicor,9,0.023085585585585582,1.153209461881553,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3274,Maruti Alto 800 LX,6,0.018018018018018014,-0.1332750198666852,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3275,Hyundai i20 1.4 CRDi Asta,11,0.04279279279279279,0.08113906042468783,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3276,Maruti Wagon R VXI BS IV,7,0.04279279279279279,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3277,Hyundai i20 Active 1.2 S,6,0.06475225225225224,-0.7100488958504786,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3278,Hyundai Creta 1.6 CRDi SX,7,0.09234234234234233,0.08113906042468783,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3279,Maruti Alto LXi,12,0.017454954954954954,-0.1332750198666852,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3280,Toyota Fortuner 4x2 AT,6,0.29054054054054057,-0.4085398161447499,1,0,Toyota,26,0.0,0.0,1.0,1.0,0.0
3281,Maruti Wagon R VXI BS IV,6,0.037162162162162164,-0.7765172607408042,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
3282,Hyundai i20 1.2 Magna,11,0.03490990990990991,-0.476337548332882,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3283,Tata Indigo LS Dicor,12,0.022522522522522518,0.2955531407160608,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
3284,Fiat Linea T Jet Emotion,13,0.021959459459459457,0.5099672210074339,4,2,Fiat,6,0.0,1.0,0.0,0.0,1.0
3285,Maruti Baleno Alpha 1.2,5,0.07545045045045044,-1.180173208297343,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3286,Hyundai EON D Lite Plus,11,0.015765765765765764,0.08113906042468783,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
3287,Maruti SX4 Vxi BSIV,11,0.023085585585585582,0.9387953815901798,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
3288,Maruti Alto LX BSIII,15,0.010135135135135134,1.153209461881553,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3289,Maruti Alto LX,17,0.003603603603603603,1.153209461881553,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
3290,Maruti Swift VDI,7,0.06869369369369369,-0.24048206001237168,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
3291,Skoda Rapid 1.6 TDI PRESTIGE,10,0.04617117117117117,0.46708440494915926,1,2,Skoda,24,0.0,1.0,0.0,0.0,1.0
3292,Mahindra Scorpio S11 BSIV,5,0.14414414414414414,-0.6693102205951177,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
3293,Hyundai Getz 1.3 GLS,15,0.010135135135135134,0.9387953815901798,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
